Folio,Porcion Viaje,"Fecha Llegada 
(Mes/Dia/Año)",Fecha Partida (Mes/Dia/Año) ,"Pueblo, Municipio Partida",Estado/Departamento,País ,Latitude , Longitude,Elevation (meters),Tiempo Ubicacion,Metodo de Transporte (Tiempo en Transito),Paradas Interinas,Comentarios,Cargaba niños?,Grabacion,Iniciales Revisor,,,,,,
145,4,,,Medellín,Antioquia,Colombia,6.245662000,-75.571600000,1479,,autobús,,,,,,,,,,,
145,5,,,Turbo,Antioquia,Colombia,8.093232000,-76.728000000,5,,autobús,,,,,,,,,,,
145,6,,,Acandí,Chocó,Colombia,8.610799000,-77.386300000,9,,lancha,,,,,,,,,,,
145,7,20/25 de agosto,,Bajo chiquito,Emberá-Wounaan,Panamá,8.457534000,-77.678300000,45,1 noche,en pié,,,,,,,,,,,
145,8,,,campamento de la ONU,,Panamá,,,,,canoa,,,,,,,,,,,
145,9,,,,,frontera Costa Rica/Panamá,,,,1 día en Costa Rica,1 noche en bus,,,,,,,,,,,
145,10,,,terminal,,frontera Nicaragua/Costa Rica,,,,2 días en Nicaragua,"bus, en pié, carro",,,,,,,,,,,
145,11,,,Managua,Managua,Nicaragua,12.113090000,-86.230100000,174,,bus,,,,,,,,,,,
145,12,,,,,frontera Nicaragua/Honduras,,,,"3 días en la frontera con Honduras, 1 día en Honduras",bus,,,,,,,,,,,
145,13,7 de agosto,,,,frontera Honduras/Guatemala,,,,,bus,Tegucigalpa,,,,,,,,,,
145,14,,,Ciudad de Guatemala,Guatemala,Guatemala,14.621550000,-90.517300000,1495,2 días,,,,,,,,,,,,
145,15,13 de agosto,,Ciudad Hidalgo,Chiapas,México,14.622760000,-92.184700000,22,,,,,,,,,,,,,
145,16,,,Huixtla,Chiapas,Mexico,15.139850000,-92.471500000,33,,,,,,,,,,,,,
145,17,,,Escuintla,Chiapas,México,15.315950000,-92.655000000,89,,,,,,,,,,,,,
145,18,,,Pijijiapan,Chiapas,México,15.684800000,-93.210900000,47,,2 días en pié,,,,,,,,,,,
145,19,,,Tonalá,Chiapas,México,16.090170000,-93.758800000,48,1 noche,,,,,,,,,,,,
145,20,,,Santa Lucía - central,Chiapas,México,16.244050000,-93.910500000,60,,"en pié, bus",,,,,,,,,,,
145,21,,,Arriaga,Chiapas,México,16.233450000,-93.910200000,47,,"5 días en bus, en pié",,,,,,,,,,,
145,22,,,Chahuites,Oaxaca,México,16.291420000,-94.192700000,24,,,,,,,,,,,,,
145,23,,,San Pedro Tapantepec,Oaxaca,México,16.364110000,-94.190300000,54,1 noche,carro,,,,,,,,,,,
145,24,,,Santo Domingo Zanatepec,Oaxaca,México,16.479810000,-94.350100000,68,,"en pié, bus, taxi",,,,,,,,,,,
145,25,,,Juchitán,Oaxaca,México,16.441060000,-95.021700000,22,2-3 días,,,,,,,,,,,,
145,26,,,Oaxaca,Oaxaca,México,17.069000000,-96.732500000,1570,1 día,,,,,,,,,,,,
145,27,27 de agosto,,CDMX,Estado de Mexico,México,19.368640000,-99.132600000,2239,"15 días en la Casa del Migrante, otro refugio",,,trabajando,,,,,,,,,
145,28,,,albergue Soldados de Cristo,Morelos,México,18.806490000,-98.960400000,1289,3 noches,,,,,,,,,,,,
145,29,,,Monterrey,Nuevo Leon,México,25.706230000,-100.321000000,569,1 noche en la terminal,,"en pié, bus",,,,,,,,,,
145,30,1 de octubre,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,bus,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
146,1,originalmente de Venezuela,8 de sept,area - Concepción,Bío Bío,Chile,-36.819500000,-73.050000000,29,,,,aprox. 1h,,,"DW, MP",,,,,,
146,24,8 de sept,9 de sept,Medellín,Antioquia,Colombia,6.255124000,-75.590000000,1479,a día,avión 3-4h,"escalas en Bogotá, Lima",,,,,,,,,,
146,24,9 de sept,9 de sept,Turbo,Antioquia,Colombia,8.094864000,-76.728300000,5,,autobús,,,,,,,,,,,
146,24,9 de sept,9 de sept,Acandí,Chocó,Colombia,8.510121000,-77.278200000,9,,"lancha, moto",,salvoconducto,,,,,,,,,
146,24,12 de sept,15 de sept,Bajo Chiquito,Emberá-Wounaan,Panamá,8.457534000,-77.678300000,45,2 días de espera,3 días en pié,,por la selva,,,,,,,,,
146,24,,17 de sept,campamento de la ONU,,Panamá,,,,1 noche,,,,,,,,,,,,
146,24,17 de sept,18/19 de sept,campamento de la ONU,,Costa Rica,,,,,"bus a la frontera, cruzan en pié",,,,,,,,,,,
146,24,18/19 de sept,18/19 de sept,frontera,,Costa Rica / Nicaragua,,,,,apróx 12h en bus,,,,,,,,,,,
146,24,19/20 de sept,19/20 de sept,frontera,,Nicaragua/Honduras,,,,,bus,,la detienen medio día,,,,,,,,,
146,24,,22 de sept,,,Guatemala,,,,,"bus, combi, en pié, 3 días cruzando el país","Escuintla, Tecún Uman",,,,,,,,,,
146,24,24 de sept,24 de sept,Frontera Hidalgo,Chiapas,México,14.776050000,-92.174900000,60,,balsa,,,,,,,,,,,
146,24,24 de sept,25 de sept,Tapachula,Chiapas,México,14.909850000,-92.260800000,158,1 noche en hotel,bus,,,,,,,,,,,
146,24,25 de sept,,Huixtla,Chiapas,Mexico,15.139850000,-92.471500000,33,,bus,,,,,,,,,,,
146,24,,,Mapastepec,Chiapas,México,15.433040000,-92.898700000,38,,bus,,,,,,,,,,,
146,24,,,Pijijapán,Chiapas,México,15.684800000,-93.210900000,47,,bus,,,,,,,,,,,
146,24,,,Tonalá,Chiapas,México,16.090170000,-93.758800000,48,,bus,,,,,,,,,,,
146,24,,,Arriaga,Chiapas,México,16.233450000,-93.910200000,47,,bus,,,,,,,,,,,
146,24,,28 de sept,San Pedro Tapanatepec,Oaxaca,México,16.364110000,-94.190300000,54,1 noche,combi,,,,,,,,,,,
146,24,28 de sept,,Santo Domingo Zanatepec,Oaxaca,México,16.479400000,-94.352600000,67,,"en pié, taxi",,,,,,,,,,,
146,24,,29 de sept,Juchitán,Oaxaca,México,16.441060000,-95.021700000,22,1 noche en la terminal,bus,,,,,,,,,,,
146,24,29 de sept,30 de sept,Oaxaca,Oaxaca,México,17.069000000,-96.732500000,1570,1 noche afuera,9-12h,,,,,,,,,,,
146,24,30 de sept,1 de oct,CDMX,Estado de Mexico,México,19.368640000,-99.132600000,2239,1 noche en la terminal,bus?,,,,,,,,,,,
146,25,,,Monterrey,Nuevo Leon,México,25.706230000,-100.321000000,569,,bus aprox. 10h,,,,,,,,,,,
146,26,1 de oct,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,"bus aprox 1-2h, en pié a la terminal",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
147,1,1/1/2000,22 de agosto,Tecun Uman - Lempira,,Honduras,,,,,,,aprox. 1h 30min,,,DW,,,,,,
147,2,25 de agosto,26 de agosto,Esquipulas,Chiquimula,Guatemala,14.562040000,-89.342000000,974,"1 noche en la calle, en camino también dormían en lla cale",2 días en pié,Piñuelas,viajó en grupo,,,,,,,,,
147,3,26 de agosto,27 de agosto,Vado Hondo,Chiquimula,Guatemala,14.732380000,-89.505500000,422,1 noche,17h en pié,,,,,,,,,,,
147,4,28 de agosto,29 de agosto,Ciudad de Guatemala,Guatemala,Guatemala,14.621550000,-90.517300000,1495,1 noche,1 día en bus,,,,,,,,,,,
147,5,31 de agosto,2 de sept,Tecún Uman,San Marcos,Guatemala,14.651817000,-90.455039000,1485,2 días,aprox. 2 días en pié,,,,,,,,,,,
147,6,2 de sept,3 de sept,Ciudad Hidalgo,Chiapas,México,14.622760000,-92.184700000,22,1 noche,balsa,,,,,,,,,,,
147,7,3 de sept,4 de sept,Tapachula,Chiapas,México,14.909850000,-92.260800000,158,1 noche,metro,,,,,,,,,,,
147,8,,,Huixtla,Chiapas,México,15.133090000,-92.462800000,36,,"en pié, combi",,,,,,,,,,,
147,9,,,Escuintla,Chiapas,México,15.315950000,-92.655000000,89,1 noche,"en pié, combi",,,,,,,,,,,
147,10,,,Mazatepec,Chiapas,México,15.433040000,-92.898700000,38,,"1 día y una noche en pié, combi",,,,,,,,,,,
147,11,,,Tonalá,Chiapas,México,16.090170000,-93.758800000,48,,,Pijijiapán,,,,,,,,,,
147,12,,,Arriaga,Chiapas,México,16.233450000,-93.910200000,47,,,,,,,,,,,,,
147,13,,8 de sept,San Pedro Tapanatepec,Oaxaca,México,16.369070000,-94.194500000,58,,aprox. 1 día en pié,,,,,,,,,,,
147,16,,,Juchitán,Oaxaca,México,16.438200000,-95.024300000,22,1 noche,"en pié, aventones, combi, motos","Santo Domingo, Ixtepec, Ingenio",,,,,,,,,,
147,17,,,Jalapa,Oaxaca,México,16.437830000,-95.445300000,170,,en pié,,,,,,,,,,,
147,18,,,Magdalena Tequisistlán,Jalisco,México,16.401020000,-95.599000000,205,,en pié,,,,,,,,,,,
147,19,,,El Portillo de San Andrés,Jalisco,México,16.229700000,-96.526100000,2364,,en pié,,,,,,,,,,,
147,20,9 de sept,,San Bartolo Coyotepec,Jalisco,México,16.957970000,-96.705500000,1529,1 día,"en pié, 1 noche desde Jalapa",,,,,,,,,,,
147,21,,,Oaxaca,Oaxaca,México,17.067900000,-96.734400000,1570,1 noche,"1 noche, combi",,,,,,,,,,,
147,22,,,Asunción Nochixtlán,Oaxaca,México,17.456300000,-97.225900000,2077,,,,,,,,,,,,,
147,23,10 de sept,,CDMX,Estado de México,México,19.368640000,-99.132600000,2239,1 noche en la terminal,en pié,,,,,,,,,,,
147,24,11 de sept,,Huhuetoca,Estado de México,México,19.827240000,-99.200000000,2258,,aprox. 1 día en combi,,,,,,,,,,,
147,25,12 de sept,12 de sept,Celaya,Guanajuato,México,20.528290000,-100.814000000,1757,1 día en un albergue,tren La Bestia,,,,,,,,,,,
147,26,12 de sept,,San Miguel de Allende,Guanajuato,México,21.188980000,-100.925000000,1928,,combi,,,,,,,,,,,
147,27,,,Dolores Hidalgo,Guanajuato,México,21.156350000,-100.933000000,1917,1 noche,bus,,,,,,,,,,,
147,28,,,San Felipe,Guanajuato,México,21.478610000,-101.215000000,2088,,"combi, autobús",,,,,,,,,,,
147,29,14 de sept,1 de octubre,SLP,SLP,México,22.161180000,-100.977000000,1870,aprox. 2 semanas en el albergue,"combi, autobús",,salía a trabajar,,,,,,,,,
147,30,1 de octubre,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,"un par de horas, tren La Bestia",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
148,1,1/1/2000,9/13/2023,,,Honduras,,,,,,,,No viaja con ninos,,"DW, MP",,,,,,
148,2,9/13/2023,9/13/2023,Corinto,,Guatemala,,,,4h,autobús,,Frontera,,,,,,,,,
148,3,9/13/2023,9/15/2023,Puerto Barrios,Izabal,Guatemala,,,14,2h,autobús,,estancia de 2 días y 2 noches,,,,,,,,,
148,4,9/26/2023,,Tacaná,Chiapas,México,,,,10 días,mayoría en pié,,,,,,,,,,,
148,5,,,Ciudad Hidalgo,Chiapas,México,,,22,,autobús,,,,,,,,,,,
148,6,,,Tapachula,Chiapas,México,14.910860000,-92.265300000,158,2 días,en píé,,,,,,,,,,,
148,7,,,Orizaba,Veracruz,México,18.850630000,-97.104100000,1249,,,,,,,,,,,,,
148,8,,,Córdoba,Veracruz,México,18.885110000,-96.952200000,825,,,,,,,,,,,,,
148,9,,,Puebla,Puebla,México,19.032840000,-98.185300000,2145,,,,,,,,,,,,,
148,10,,,Celaya,Guanajuato ,México,20.528290000,-100.814000000,1757,,,,,,,,,,,,,
148,11,,,San Luis Potosí,San Luis Potosi,México,22.161180000,-100.977000000,1865,,,,estancia de tres días (¿albergue?),,,,,,,,,
148,12,10/2/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,1 día,tren,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
149,1,1/1/2000,9/13/2023,,,Honduras,14.860014133,-87.060757087,1153,,Bus (2 dias),,,,,"DW, AM",,,,,,
149,2,9/13/2023,9/13/2023,Corinto,Cortés,Honduras,15.585330280,-88.370384110,21,,|,,,,,,,,,,,
149,3,9/15/2023,9/15/2023,La Técnica,Petén,Guatemala,16.827857680,-90.895892800,118,,Lancha (20 min),,,,,,,,,,,
149,4,9/15/2023,9/17/2023,Palenque,Chiapas,México,17.556843970,-92.341995440,65,2 dias,Caminando (9 dias/5 noches),,dormian por 2-3 horas,,,,,,,,,
149,5,9/19/2023,9/20/2023,Tuxtla Gutierrez,Chiapas,México,16.744533880,-93.108430120,535, 1 noche,|,,mapa approx 65 hrs,,,,,,,,,
149,6,9/21/2023,9/22/2023,Teapa,Tabasco,México,17.567328330,-92.950328250,, 1 noche,|,,45 hrs,,,,,,,,,
149,7,9/22/2023,9/23/2023,Villahermosa,Tabasco,México,17.989170270,-92.944938300,20, 1 noche,|,,14 hrs,,,,,,,,,
149,8,9/24/2023,9/25/2023,Las Choapas,Veracruz,México,17.915847690,-94.094180210,26, 1 noche,|,,39 hrs,,,,,,,,,
149,9,9/25/2023,9/25/2023,Coatzacoalcos,Veracruz,Mexico,18.146290170,-94.435223670,27,,Tren (8 horas),,12 hrs,,,,,,,,,
149,10,9/25/2023,9/25/2023,Córdoba,Veracruz,México,18.882892580,-96.923137840,825,,|,,,,,,,,,,,
149,11,9/26/2023,9/29/2023,Apizaco,Tlaxcala,México,19.411035160,-98.143309850,2429,3 dias,Camion (4 horas),,,,,,,,,,,
149,12,9/29/2023,10/1/2023,San Luis Potosi,San Luis Potosi,México,22.168753080,-100.976702800,1865,3 dias,Tren (14 horas),,,,,,,,,,,
149,13,10/2/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
150,1,1/1/2000,9/1/2023,Puerto Cabezas,Atlántico,Nicaragua,14.039132828,-83.394658525,8,,Bus (12 horas),,,,,AM,,,,,,
150,2,9/2/2023,9/2/2023,Esteli,Estelí,Nicaragua,13.085262083,-86.362904972,851,9 horas,Bus,,,,,,,,,,,
150,3,9/2/2023,9/3/2023,Choluteca,Choluteca,Honduras,13.301162259,-87.193435586,50,1 noche,Bus + Caminando (3 dias),,"la policia lo bajo de bus varias veces, caminaba hasta subir a otro bus",,,,,,,,,
150,4,9/6/2023,9/7/2023,San Pedro Sula,Cortés,Honduras,15.503789182,-88.010258036,90,1 noche,Bus + Caminando (1 dia),,"Bus hasta llegar a ""Las Ranchas"" en Guatemala, despues camino",,,,,,,,,
150,5,9/8/2023,9/8/2023,Puerto Barrios,Izabal,Guatemala,15.696832737,-88.583581683,14,,Carro (5 horas),,Un amigo lo llevo en su carro ,,,,,,,,,
150,6,9/9/2023,9/10/2024,Cobán,Alta Verapaz,Guatemala,15.465097532,-90.384073949,1322,,,,2-3  dias en llegar,,,,,,,,,
150,7,9/13/2023,9/14/2023,Cruce San Antonio,Alta Verapaz,Guatemala,15.872969249,-90.095873309,171,,,,,,,,,,,,,
150,8,9/15/2023,9/15/2023,El Ceibo,Peten,Guatemala/Mexico,17.258856664,-90.982705406,55,1 dia,,,,,,,,,,,,
150,9,9/16/2023,9/22/2023,Villahermosa,Tabasco,México,17.989170267,-92.944938300,20,~5 dias,Trailer,,,,,,,,,,,
150,10,9/23/2023,9/25/2023,CDMX,Estado de Mexico,Mexico,19.368636180,-99.115821210,2239,2 dias,Carro privado (7-8 horas),,7-8 horas en llegar,,,,,,,,,
150,11,9/26/2023,9/29/2023,San Luis Potosi,San Luis Potosi,Mexico,22.168753080,-100.976702800,1865,3 dias,Trailer + Caminando,,"Lo iban a llevar a Monterrey, lo dejaron en otro lugar, el camino varias horas a Saltillo",,,,,,,,,estancia de 3 meses en el albergue
150,12,9/30/2023,,Saltillo,Coahuila,Mexico,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
151,1,1/1/2000,9/11/2022,Puerto Cortés,Cortés,Honduras,15.825311957,-87.928365345,7,Bus,,,,,,,,,,,,
151,2,,,Corinto,Cortés,Honduras,15.584840344,-88.370891648,21,Bus,,Agua Caliente,,,,,,,,,,
151,3,,,Santa Elena,Petén,Guatemala,16.918145641,-89.892496853,131,,,,,,,,,,,,,
151,4,,,La Técnica,Petén,Guatemala,16.827857680,-90.895892800,118,Lancha (10 min) + Caminando + Bus (8 hrs),,,,,,,,,,,,estancia de 2 días
151,5,,,Salto de Agua,,,,,,Caminando (14-15 dias),,Palenque,,,,,,,,,Coatzacoalcos (los regresaron a Villahermsoa),estancia de 1 noche
151,6,,,Villahermosa,,,,,20,,,,,,,,,,,,,
151,7,,,,,,,,,,,,,,,,,,,,,
151,8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
152,1,1/1/2000,9/10/2023,San Pedro Sula,Cortés,Honduras,15.504970000,-88.023900000,90,,,,,,,"DW, MP",,,,,,estancia de 1 noche (esperando al tren)
152,2,,,La Técnica,Petén,Guatemala,16.816330000,-90.884100000,112,18 h,trenes,estancia de 1 noche,frontera,"Si habian niños en su grupo con el que viajo. Dice en la encuesta que si limito comida ""a veces"" por ninos, pero no queda claro de que edad eran y si los cargo. Parece que no porque la encuesta dice ""los niños no era su responsabilidad""",,,,,,,,
152,3,9/11/2023,,Frontera Corozal,Chiapas,México,16.816680000,-90.883700000,112,20 min,,,estancia de una semana,,,,,,,,,
152,4,,,Palenque,Chiapas,México,17.511210000,-91.992800000,65,5h,balsa,,,,,,,,,,,estancia de 3 días
152,5,,,Salto de Agua,Chiapas,México,17.556360000,-92.343400000,17,3h,coche,,estancia de 1 noche en un albergue,,,,,,,,,
152,6,9/22/2023,9/24/2023,Coatzalcoalcos,Veracruz,México,18.133490000,-94.457800000,27,10 dias,caminando,"Teapa, Pichucalco, Juarez, Jesús María, San Francisco, las Choapas, Santa Teresa, Molocán, Huimanguillo, Ixhuatlán, Estero del Pantano",esperan ahi 2 dias,,,,,,,,,
152,7,9/26/2023,9/26/2023,Apizaco,Tlaxcala,México,19.415530000,#VALUE!,2429,2 dias,tren,"Tierra Blanca, Orizaba, Córdoba",1 noche en albergue,,,,,,,,,estancia de 1 noche
152,8,,,CDMX,Mexico,México,19.427520000,-99.139000000,2239,horas,tren,,,,,,,,,,,estancia de semana y media en la Casa del Migrante
152,9,,,Teoloyucan,Mexico,México,19.749020000,-99.174600000,2251,,,,,,,,,,,,,
152,10,,,Tlaxcoapan,Hidalgo,México,20.092190000,-99.222500000,2072,1 dia,,,,,,,,,,,,
152,11,,9/28/2023,SLP,SLP,México,22.161180000,-100.977000000,1870,1 dia,tren,,,,,,,,,,,
152,12,10/2/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,"¿Corozal, Belize o Corozo (Tabasco), México?",estancia de 2 días
,,,,,,,,,,,,,,,,,,,,,,
153,1,1/1/2000,6/20/2023,,,Honduras,,,,,,,,"Viaja con un bebe de 1 año y uno de 5 años.  Parece que son sus hijos, alta posibilidad de que los haya cargado, especialmente al bebe",,"DW, MP",,,,,,
153,2,,,San Benito,Petén,Guatemala,16.926360000,-89.904500000,119,4h,bus,,,,,,,,,,,
153,3,,,Frotera el Ceibo,Petén,Guatemala,17.249390000,-90.958600000,92,,,,,,,,,,,,,
153,4,6/20/2023,,Tenosique,Tabasco,México,17.477490000,-91.426000000,28,,,Se queda 3 meses en albergue,,,,,,,,,,
153,5,,9/1/2023,Palenque,Chiapas,México,17.509940000,-91.981800000,65,4h,bus,,,,,,,,,,,
153,6,,,Macuspana,Tabasco,México,17.761030000,-92.594000000,13,,,,,,,,,,,,San Martín Texmelucán,
153,7,,,Teapa,Tabasco,México,17.548780000,-92.953500000,52,,,,,,,,,,,,,
153,8,,,Pichucalco,Chiapas,México,17.509920000,-93.211100000,228,,,,,,,,,,,,,estancia de 3 días en el albergue
153,9,,,Juárez,Chiapas,México,17.607570000,-93.193800000,130,,,,,,,,,,,,,
153,10,,,Francisco Rueda,Tabasco,México,17.835430000,-93.931700000,20,2 días,caminando,,,,,,,,,,,
153,11,,,Villahermosa,Tabasco,México,17.986020000,-92.926000000,13,,,,,,,,,,,,,
153,12,,,Huimanguillo,Tabasco,México,17.849390000,-93.401100000,33,4h,autobús,,,,,,,,,,,
153,13,9/13/2023,,Las Choapas,Veracruz,México,17.895260000,-94.100800000,17,,tren,,,,,,,,,,,
153,14,,,Coazalcoalcos,Veracruz,México,18.133490000,-94.457800000,38,17h,en pié,,,,,,,,,,,
153,15,,,Tierra Blanca,Veracruz,México,18.445440000,-96.352100000,71,1 noche,tren,,,,,,,,,,,
153,16,,,Orizaba,Veracruz,México,18.850630000,-97.104100000,1249,6h,tren,Estancia de 1 noche,,,,,,,,,,
153,17,,,Apizaco,Tlaxcala,México,19.411610000,-98.146100000,2429,,,,,,,,,,,,,
153,18,,,CDMX,México,México,19.427520000,-99.139000000,2239,2h y media,autobús,,,,,,,,,,,
153,19,,,Huehuetoca,México,México,19.827268702,-99.203600000,2258,,taxi y autobús,Se quedan 3 dias,,,,,,,,,,
153,20,,,Irapuato,Guanajuato,México,20.678228451,-101.356000000,1724,,tren,,,,,,,,,,,
153,21,,,Celaya,Guanajuato,México,20.528290000,-100.814000000,1757,2h,autobús,1 noche en albergue,,,,,,,,,,
153,22,,,Comonfort,Guanajuato,México,20.716594833,-100.758000000,1797,,,1 noche,,,,,,,,,,
153,23,,10/7/2023,SLP,SLP,México,22.161180000,-100.977000000,1870,,tren,,,,,,,,,,,
153,24,10/8/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,tren,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
154,1,,1 de sept,San Miguel,San Miguel,el Salvador,13.48178329,-88.17727148,122,,,,aprox. 1h,No,,DW,,,,,,
154,2,,,frontera Las Chinamas,Ahuchapán,el Salvador,14.01837507,-89.90514259,329,,1 día en bus,,frontera,,,,,,,,,
154,3,,,centro de Guatemala,Guatemala,Guatemala,14.62155477,-90.51728422,1495,,1 día en bus,,,,,,,,,,,
154,4,,,Flores,Petén,Guatemala,16.91632984,-89.89281858,134,,bus,,,,,,,,,,,
154,5,6/7 de sept,,frontera la Técnica,Petén,Guatemala,16.81633,-90.8841,112,3 días en hospedaje,,,,,,,,,,,,
154,6,,,Palestina,Chiapas,México,16.81650288,-91.26509641,541,,"10min en lancha cruzando el río, luego en pié",,,,,,,,,,,
154,7,,,Palenque,Chiapas,México,17.51121,-91.9928,65,1 noche en la Casa del Migrante,5 días en pié,,,,,,,,,,,
154,8,,,Salto de Agua,Chiapas,México,17.55636,-92.3434,17,2 días en la Casa del Migrante,1 día en pié,,,,,,,,,,,
154,9,,,San Franciso Rueda,Tabasco,México,17.83078032,-93.93373189,12,,,,los asaltaron,,,,,,,,,
154,10,,,Las Choapas,Veracruz,México,17.91585,-94.0942,26,1 noche en la Casa del Migrante,,,,,,,,,,,,
154,11,,,Coatzalcoalcos,Veracruz,México,18.13349,-94.4578,38,3 noches bajo un puente,"en pié, aventón",,,,,,,,,,,
154,12,,,Tierra blanca,Veracruz,México,18.44544,-96.3521,71,1 día y medio en la Casa del Migrante,casi un día en tren,,,,,,,,,,,
154,13,,,Orizaba,Veracruz,México,18.85451836,-97.10265942,1249,,tren,,,,,,,,,,,
154,14,,,Apizaco,Tlaxcala,México,19.41161,-98.1461,2429,2 días en la Casa del Migrante,tren,,,,,,,,,,,
154,15,,,Huehuetoca,Estado de México,México,19.82727,-99.2036,2258,,bus,,,,,,,,,,,
154,16,,,algún pueblo,Guanajuato,México,,,,1 noche afuera,tren,,,,,,,,,,,
154,17,,,Celaya,Guanajuato,México,20.52829,-100.814,1757,,tren,,,,,,,,,,,
154,18,,,SLP,SLP,México,22.16118,-100.977,1870,,tren,,estación de tren Conmonfort,,,,,,,,,
154,19,7 de oct,,Saltillo,Coahuila,México,25.4041,-101.025,1590,,"tren, en pié",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
156,1,1/1/2000,23 de sept,San Cristóbal,Tachirá,Venezuela,7.768261,-72.2329,815,,,,aprox. 1,,,DW,,,,,,
156,2,24 de sept,24 de sept,Necoclí,Antioquia,Colombia,8.424064,-76.7855,5,,1 día en bus,,,"viaja con su mamá y 2 hijos (10, 6)",,,,,,,,
156,3,,,,Darién,Colombia,8.618474,-77.398717,248,,lancha,,,,,,,,,,,
156,4,,28 de sept,,,frontera con Costa Rica,,,,,4 días en pié,,,,,,,,,,,
156,5,,,terminal,,Costa Rica,,,,horas,4h en pié,,,,,,,,,,,
156,6,,,terminal,,Nicaragua,,,,1 día,bus,,,,,,,,,,,
156,7,,,terminal,,Honduras,,,,,"bus, en pié a la terminal",,los dejaron en la zona de permisos,,,,,,,,,
156,8,,,,,El Salvdaor,,,,,,,,,,,,,,,,
156,9,,,,,Guatemala,,,,,de Honduras a Guatemala 18h,,,,,,,,,,,
156,10,,,Tapachula,Chiapas,México,14.90985,-92.2608,177,4 días,,,,,,,,,,,,
156,11,,,Oaxaca,Oaxaca,México,17.0679,-96.7344,1570,1 día,bus,,,,,,,,,,,
156,12,,,CDMX,Estado de México,México,19.36864,-99.1326,2239,2 días,un par de horas en bus,,,,,,,,,,,
156,13,,,Monterrey,Nuevo Leon,México,25.70623,-100.321,569,,bus,,,,,,,,,,,
156,14,aprox. Eel 6 de oct,,Saltillo,Coahuila,México,25.4041,-101.025,1590,,en pié aprox. 1h 15min,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
157,1,1/1/2000,¿mayo?,,,Honduras,,,,,,,,"Viajo con ninos de 1 y 4 anos, pero no eran su responsabilidad",,"DW, MP",,,,,,
157,2,,,Palenque,Chiapas,México,17.510670000,-91.994400000,65,,1 día,,estancia de 2 dias,,,,,,,,,
,,,,Pichucalco,Chiapas,Mexico,,,,,tren,,,,,,,,,,,
157,3,,,San Manuel,Tabasco,México,,,,,en pié,,,,,,,,,,,
157,4,,,Chontalpa,Tabasco,México,,,,,,,,,,,,,,,,
157,5,,,San Franciso Rueda,Tabasco,México,,,,,,,,,,,,,,,,
,,,,Los Choapas,Veracruz,Mexico,,,,,,,,,,,,,,,,
157,6,,,Coatzalcoalos,Veracruz,México,18.133490000,-94.457800000,27,37h,en pie,,,,,,,,,,,
157,7,,,Tierra Blanca,Veracruz,México,18.445440000,-96.352100000,71,47h,tren,,,,,,,,,,,
157,8,,,Apizaco,Tlaxcala,México,19.411610000,-98.146100000,2429,,"tren, en pie",,,,,,,,,,,
157,9,,,CDMX,México,México,19.427520000,-99.139000000,2239,,,San Martin Texmelucan,,,,,,,,,,
157,10,,,incomprensible,,México,,,,,metro,,,,,,,,,,,
157,11,,,SLP,SLP,México,22.161180000,-100.977000000,1870,19 h,tren,,10 dias en albergue,,,,,,,,,
157,12,,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,"tren, carro",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
158,1,originalmente de Venezuela,20 de agosto,Pereira,Risaralda,Colombia,4.810173066,-75.69944968,1394,,,,aprox. 2h,No,,DW,,,,,,
158,2,,,Medellín,Antioquia,Colombia,6.255124486,-75.58996623,1479,,bus,,,,,,,,,,,
158,3,,,Turbo,Antioquia,Colombia,8.094863636,-76.72827567,5,2 días de espera,2 días de Pereira en bus,,,,,,,,,,,
158,4,,,Acandí,Chocó,Colombia,8.510121,-77.27824,9,2 días,4h en lancha,,,,,,,,,,,
158,5,,,1er campamento,,Colombia,,,,1 noche,30min en motocarro,,,,,,,,,,,
158,6,,,,Darién,Colombia,,,,,6h en cruzar la selva Colombiana,,,,,,,,,,,
158,7,,,,Darién,Panamá,,,,,2 días y medio cruzando,,,,,,,,,,,
158,8,,,algún pueblo,,Panamá,,,,1 noche,,,,,,,,,,,,
